IDuser,CustomerName,Location,IDhotel,NameHotel,Rating,Date
8288,Thi N. P. T.,Phú Quốc,499,Sen Hotel Phu Quoc,4.0,2021-05-22
10730,Vy L. N. D.,Vũng Tàu,463,Pullman Vung Tau,7.0,2021-05-22
4079,Le T. T. G.,Đà Lạt,55,Dalat Wonder Resort,9.4,2021-05-22
1962,Ha C. H. K.,Đà Lạt,212,Khu nghỉ dưỡng Terracotta Đà Lạt,9.0,2021-05-22
4970,Nam K. T.,Phú Quốc,482,SOL by Meliá Phu Quoc,8.0,2021-05-23
2936,Huong H. T.,Đà Lạt,407,M Hotel Đà Lạt,10.0,2021-05-23
6762,Phan T. H. C.,Nha Trang,548,V Hotel Nha Trang,10.0,2021-05-23
6489,Pham K.,Vũng Tàu,333,Khách sạn Royal Vũng Tàu,6.8,2021-05-24
6958,Phung N. L.,Nha Trang,548,V Hotel Nha Trang,9.0,2021-05-24
9104,Tran H. H.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,10.0,2021-05-24
5725,Nguyen N. H. K.,Đà Lạt,522,TTR An Nam Apart Hotel,9.0,2021-05-25
3328,Kevin H. T. T.,Quy Nhơn,427,Mira Hotel,9.0,2021-05-25
5764,Nguyen N. T. V.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,6,2021-05-25
5512,Nguyen G. V.,Đà Nẵng,539,The Secret Garden Hostel,5.4,2021-05-25
8651,Thuong K. N.,Nha Trang,19,Aroma Nha Trang Boutique Hotel,8.8,2021-05-25
452,Bui T. U.,Nha Trang,413,Melissa Hotel Nha Trang,6.0,2021-05-25
3872,Le K. H. T.,Nha Trang,431,Muong Thanh Luxury Khanh Hoa Hotel,1.0,2021-05-25
2450,Hoa H. T.,Huế,41,Century Riverside Hue,6.0,2021-05-26
4197,Linh K. L. K.,Quy Nhơn,415,Mento Hotel Quy Nhon,5.0,2021-05-26
3579,Kim T. H. T.,Phú Quốc,540,The Shells Resort & Spa Phú Quốc,8.0,2021-05-26
9083,Tran D. T. N.,Phú Quốc,549,VARIA Hotel,9.4,2021-05-26
3864,Le H. T. T.,Vũng Tàu,27,Bella VT Hotel,9.7,2021-05-26
4794,Minh T. H. T.,Đà Lạt,522,TTR An Nam Apart Hotel,10.0,2021-05-27
8128,Thi H. N.,Nha Trang,347,Khách sạn Sun City Nha Trang,6.0,2021-05-27
7216,Quang T. H. T.,Vũng Tàu,571,Vung Tau Melody Apartment,7.0,2021-05-27
829,Dam V. T.,Quy Nhơn,245,Khách sạn FLC Grand Quy Nhơn,2,2021-05-27
9367,Tran T. N. H.,Phan Thiết,521,TTC Hotel Phan Thiết,6.0,2021-05-27
8532,Thu D. T.,Phú Quốc,499,Sen Hotel Phu Quoc,8.0,2021-05-27
4967,Nam H. P.,Đà Nẵng,459,Phuc Thanh Luxury Hotel,8.0,2021-05-27
8783,Thuyhang M. T. M.,Nha Trang,304,Khách sạn Mường Thanh Luxury Nha Trang,10.0,2021-05-27
3357,Khaiduyen T. K.,Phú Quốc,448,Novotel Phu Quoc Resort,7.0,2021-05-27
379,Bui M. L. C.,Đà Lạt,9,An Gia,9.0,2021-05-28
9427,Tran V. S.,Đà Nẵng,373,Khách sạn Zalo Sea,9.7,2021-05-28
2316,Hieu M. H. H.,Đà Nẵng,459,Phuc Thanh Luxury Hotel,10.0,2021-05-28
5046,Ngan L. N.,Vũng Tàu,468,RIO Hotel and Apartment,10.0,2021-05-28
10143,Uyen N. D. K.,Hội An,575,Zest Villas & Spa Hoi An,7.0,2021-05-28
9499,Trang T. N.,Huế,542,The Sunriver Boutique Hotel Hue,8.0,2021-05-29
7801,Thanh H. H.,Nha Trang,58,Dendro Gold Hotel,7.0,2021-05-29
865,Dang H. S.,Đà Lạt,42,Cereja Hotel & Resort Đà Lạt,6,2021-05-29
9091,Tran H.,Huế,321,Khách sạn Poetic Huế,9.4,2021-05-29
4459,Luong T. N. H.,Quy Nhơn,307,Khách sạn Mường Thanh Quy Nhơn,6.3,2021-05-29
10205,Van L. N.,Phú Quốc,549,VARIA Hotel,6.0,2021-05-29
10487,Vo T. K. H.,Vũng Tàu,323,Khách sạn Premier Pearl Vũng Tàu,6,2021-05-29
70,Anh H. H.,Đà Lạt,402,Lovely House,7.0,2021-05-29
5459,Nguyen C. M. H.,Nha Trang,145,Khu nghỉ dưỡng Amiana Nha Trang,10,2021-05-29
141,Anh T. M. N.,Vũng Tàu,408,Malibu Hotel,7.0,2021-05-29
7909,Thanh T. M. H.,Quy Nhơn,153,Khu nghỉ dưỡng Casa Marina Quy Nhơn,7.0,2021-05-30
1498,Doanh T. H.,Vũng Tàu,576,ibis Styles Vung Tau,8.0,2021-05-30
5094,Nghia N.,Phú Quốc,150,Khu nghỉ dưỡng Arcadia Phú Quốc,7.9,2021-05-30
7740,Than A. T.,Hội An,118,Hội An Việt House Homestay,5.9,2021-05-30
7283,Quy C. P.,Phú Quốc,150,Khu nghỉ dưỡng Arcadia Phú Quốc,9.4,2021-05-30
865,Dang H. S.,Đà Lạt,160,Khu nghỉ dưỡng Edensee Lake Resort & Spa Đà Lạt,6,2021-05-30
9421,Tran V. K.,Hội An,117,Hội An Reverie Villas,4.8,2021-05-31
9387,Tran T. T.,Vũng Tàu,452,Oceanami Villas & Beach Club Long Hải,5.8,2021-05-31
6481,Pham H. T. H.,Nha Trang,431,Muong Thanh Luxury Khanh Hoa Hotel,6.0,2021-05-31
7164,Quang C. K. H.,Huế,289,Khách sạn Meliá Vinpearl Huế,4.0,2021-05-31
8262,Thi N. B.,Vũng Tàu,27,Bella VT Hotel,5.4,2021-06-01
916,Dang T. D. M.,Hội An,220,Khách Sạn Hoài Niệm Hội An,9.7,2021-06-01
2832,Hu N. L.,Huế,289,Khách sạn Meliá Vinpearl Huế,7.0,2021-06-01
9966,Tuan H. T. N.,Đà Nẵng,417,Mercure Đà Nẵng French Village BanaHills,8.0,2021-06-01
2531,Hoang D. H.,Vũng Tàu,468,RIO Hotel and Apartment,7.0,2021-06-01
998,Dao H. N. M.,Nha Trang,304,Khách sạn Mường Thanh Luxury Nha Trang,8.0,2021-06-01
8448,Thiem N. T. D.,Phú Quốc,129,Khu Nghỉ Dưỡng Lahana Phú Quốc,6.0,2021-06-01
9111,Tran H. H. T.,Phú Quốc,492,Sea Star Resort,8.0,2021-06-01
2380,Ho M. P.,Vũng Tàu,421,Minera Hot Springs Bình Châu (Khoáng Nóng Thiên Nhiên Bình Châu),7,2021-06-02
9325,Tran T. H.,Phú Quốc,189,Khu nghỉ dưỡng Novotel Phú Quốc,10,2021-06-02
6044,Nguyen X. T.,Đà Lạt,441,Nam Xuan Premium Hotel,8.5,2021-06-02
3197,Huynh T. H.,Vũng Tàu,508,Sun Beach Hotel,8.0,2021-06-02
9581,Trinh K. H. H.,Phú Quốc,409,Mango Bay Resort,6.0,2021-06-02
3448,Khoa N. T. H.,Phú Quốc,448,Novotel Phu Quoc Resort,7.0,2021-06-02
5028,Ngan B. M. H.,Quy Nhơn,387,La Cactus Hotel,10.0,2021-06-02
3890,Le L. H.,Vũng Tàu,36,CAMY Hotel Vung Tau,9.0,2021-06-02
1601,Duc T. P. N.,Huế,542,The Sunriver Boutique Hotel Hue,6.3,2021-06-03
5733,Nguyen N. L.,Nha Trang,413,Melissa Hotel Nha Trang,6.2,2021-06-03
9526,Tri H. H. H.,Vũng Tàu,468,RIO Hotel and Apartment,7.0,2021-06-03
730,Chuong H. H. H.,Vũng Tàu,509,Sun Lake Hotel,7.0,2021-06-03
4176,Linh H. H. H.,Quy Nhơn,24,BED STATION HOSTEL,7.0,2021-06-03
87,Anh H. T. B.,Nha Trang,72,Galliot Hotel,5.0,2021-06-03
4540,Ma J.,Đà Nẵng,414,Menora Grand Đà Nẵng,5.1,2021-06-03
5839,Nguyen T. C.,Vũng Tàu,328,Khách sạn Riva Vũng Tàu,8,2021-06-03
6625,Pham T. M. M.,Nha Trang,431,Muong Thanh Luxury Khanh Hoa Hotel,6.0,2021-06-04
10241,Van T. D.,Đà Lạt,479,Royal Dalat Hotel,6.0,2021-06-04
7417,Scarlet T. H.,Quy Nhơn,415,Mento Hotel Quy Nhon,10.0,2021-06-04
3871,Le K. H.,Quy Nhơn,64,FLC Sea Tower Quy Nhơn - Enochnguyen,10.0,2021-06-04
8201,Thi L. H.,Đà Nẵng,478,Rosetta Hotel Danang,10.0,2021-06-04
6629,Pham T. N.,Vũng Tàu,468,RIO Hotel and Apartment,8.0,2021-06-04
9203,Tran M. K. T.,Vũng Tàu,508,Sun Beach Hotel,10.0,2021-06-04
10333,Viet H. T. K.,Quy Nhơn,427,Mira Hotel,10.0,2021-06-04
7214,Quang T. H.,Đà Nẵng,478,Rosetta Hotel Danang,10.0,2021-06-04
4974,Nam M. K. H.,Phú Quốc,107,Huong Giang Bungalow,7.0,2021-06-04
10746,Vy T. T. H.,Vũng Tàu,468,RIO Hotel and Apartment,10.0,2021-06-04
6346,Nt H. B.,Phan Thiết,83,Hanh Huong Hostel,8.0,2021-06-04
7776,Thanh A. B.,Phú Quốc,549,VARIA Hotel,5.8,2021-06-05
10820,Yang N. T. H.,Vũng Tàu,468,RIO Hotel and Apartment,10.0,2021-06-05
6480,Pham H. T.,Quy Nhơn,387,La Cactus Hotel,5.0,2021-06-05
2971,Huy D.,Nha Trang,501,Sheraton Nha Trang Hotel & Spa,10,2021-06-05
4802,Minh T. N.,Đà Nẵng,485,Sala Danang Beach Hotel,10.0,2021-06-05
5909,Nguyen T. M. M.,Nha Trang,304,Khách sạn Mường Thanh Luxury Nha Trang,5.0,2021-06-05
9094,Tran H. B.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,6.7,2021-06-06
302,Binh B.,Đà Lạt,123,K Boutique Hotel in Dalat,4.8,2021-06-06
8968,Tra B. T.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,9.0,2021-06-06
7878,Thanh P. N.,Phan Thiết,487,Sandunes Beach Resort and Spa,8.5,2021-06-07
5932,Nguyen T. P.,Vũng Tàu,333,Khách sạn Royal Vũng Tàu,8.4,2021-06-07
1502,Dong A. N.,Đà Nẵng,332,Khách sạn Royal Charm,6.4,2021-06-07
7358,Quynh N.,Vũng Tàu,420,Milan Homestay - The Song Vung Tau,8.5,2021-06-07
3521,Kieu T. B. T.,Nha Trang,304,Khách sạn Mường Thanh Luxury Nha Trang,9.7,2021-06-08
741,Cong H. N.,Đà Nẵng,5,Alibaba Hotel Da Nang,5.2,2021-06-09
9331,Tran T. H. L.,Nha Trang,343,Khách sạn Senkotel Nha Trang,9.4,2021-06-09
8367,Thi T. L.,Đà Lạt,111,Hôtel Colline Dalat,8.0,2021-06-11
9446,Trang H. H.,Đà Lạt,1,AN Boutique Hotel - STAY 24H,5.0,2021-06-11
7617,Tan N.,Phú Quốc,537,The Palmy Phú Quốc Resort & Spa,6.0,2021-06-11
9504,Trang T. T. H.,Đà Lạt,124,Khanh Uyen 1 Hotel,8.0,2021-06-12
832,Dan H. N.,Vũng Tàu,576,ibis Styles Vung Tau,9.0,2021-06-12
9943,Tuan A. P. Q.,Vũng Tàu,249,Khách sạn Fusion Suites Vũng Tàu,9.4,2021-06-12
3831,Le H. D.,Phan Thiết,302,Khách sạn Mường Thanh Holiday Mũi Né,7.0,2021-06-12
3226,Huynh T. Q. B.,Đà Lạt,111,Hôtel Colline Dalat,6.0,2021-06-12
5353,Ngoc P. L. N.,Phú Quốc,549,VARIA Hotel,6.7,2021-06-13
9272,Tran P. G.,Vũng Tàu,497,Seaside Resort Vung Tau,5.7,2021-06-13
7848,Thanh M. C.,Quy Nhơn,427,Mira Hotel,8.0,2021-06-14
2157,Hang H. T.,Quy Nhơn,427,Mira Hotel,7.1,2021-06-15
9604,Trinh T.,Huế,98,Hong Thien 1 Hotel,8.5,2021-06-15
1835,Duyen L. H.,Đà Lạt,522,TTR An Nam Apart Hotel,10.0,2021-06-16
839,Dang A. N.,Đà Lạt,212,Khu nghỉ dưỡng Terracotta Đà Lạt,9.7,2021-06-16
5805,Nguyen Q. C.,Nha Trang,413,Melissa Hotel Nha Trang,9.7,2021-06-16
10543,Vu C.,Phú Quốc,537,The Palmy Phú Quốc Resort & Spa,5.8,2021-06-17
8484,Thinh H. T.,Đà Lạt,522,TTR An Nam Apart Hotel,10.0,2021-06-17
9763,Truong C. Y. P. N.,Phan Thiết,480,Rạng Garden Beach Side Resort,8.5,2021-06-17
7596,Tan D. T.,Phan Thiết,185,Khu nghỉ dưỡng Muine Bay Phan Thiết,6.4,2021-06-17
9724,Trung M. H. H.,Đà Lạt,522,TTR An Nam Apart Hotel,10.0,2021-06-18
6648,Pham T. T.,Phú Quốc,482,SOL by Meliá Phu Quoc,8.0,2021-06-18
9487,Trang T.,Nha Trang,19,Aroma Nha Trang Boutique Hotel,8.5,2021-06-18
3879,Le K. T.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,9.0,2021-06-20
8582,Thu T.,Vũng Tàu,356,Khách sạn The Cap Vũng Tàu,9.7,2021-06-20
5954,Nguyen T. T.,Vũng Tàu,452,Oceanami Villas & Beach Club Long Hải,10.0,2021-06-20
5633,Nguyen L. C. C.,Đà Lạt,557,Victorian Hotel Dalat,5.2,2021-06-20
7979,Thao T.,Phú Quốc,150,Khu nghỉ dưỡng Arcadia Phú Quốc,6.2,2021-06-21
9942,Tuan A. P.,Nha Trang,347,Khách sạn Sun City Nha Trang,8.5,2021-06-22
7006,Phuong C. V. L.,Huế,114,Hương Giang Hotel Resort & Spa Huế,9.4,2021-06-22
2157,Hang H. T.,Nha Trang,432,Muong Thanh Luxury Vien Trieu Nha Trang,9.0,2021-06-22
3833,Le H. H.,Vũng Tàu,447,Nolis Hotel Vung Tau,9.1,2021-06-23
7875,Thanh P.,Phan Thiết,480,Rạng Garden Beach Side Resort,8.8,2021-06-24
5389,Ngoc T. T.,Đà Lạt,522,TTR An Nam Apart Hotel,9.0,2021-06-24
2444,Hoa H. H.,Nha Trang,500,Senia Hotel Nha Trang,10.0,2021-06-25
3233,Huynh T. T. T.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,9.0,2021-06-26
9771,Truong D. V.,Vũng Tàu,27,Bella VT Hotel,8.5,2021-06-26
4215,Linh M. K.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,9.0,2021-06-26
8815,Tien H. T. H.,Quy Nhơn,388,La Cactus Hotel 2,10.0,2021-06-27
5572,Nguyen H. T.,Vũng Tàu,249,Khách sạn Fusion Suites Vũng Tàu,9.4,2021-06-27
7643,Tang H. P.,Vũng Tàu,323,Khách sạn Premier Pearl Vũng Tàu,8.7,2021-06-27
3174,Huynh P. M. C.,Phú Quốc,549,VARIA Hotel,8.5,2021-06-28
7261,Quoc K. T.,Hội An,525,Thanh Binh Central Hotel,9.1,2021-06-28
9482,Trang N. T.,Hội An,457,Pho Hoi 1 Hotel,6.4,2021-06-28
10328,Viet H. N.,Vũng Tàu,323,Khách sạn Premier Pearl Vũng Tàu,5.9,2021-06-28
1496,Doan V. T.,Đà Nẵng,539,The Secret Garden Hostel,5.7,2021-06-29
4698,Mike T. T.,Đà Lạt,407,M Hotel Đà Lạt,5.0,2021-06-29
145,Anh T. T.,Quy Nhơn,426,Mira Eco Hotel Quy Nhơn,10.0,2021-06-29
2255,Hien H. H.,Đà Nẵng,539,The Secret Garden Hostel,5.0,2021-06-29
4013,Le T. D.,Nha Trang,347,Khách sạn Sun City Nha Trang,5.5,2021-06-30
10428,Vo H. T. H.,Vũng Tàu,100,Hotel Hoai Anh,6.0,2021-07-01
3807,Le D. N.,Phú Quốc,482,SOL by Meliá Phu Quoc,2.0,2021-07-01
1002,Dao K. T.,Quy Nhơn,24,BED STATION HOSTEL,9.0,2021-07-01
5805,Nguyen Q. C.,Đà Lạt,55,Dalat Wonder Resort,9.1,2021-07-01
6682,Phan B. T.,Đà Lạt,212,Khu nghỉ dưỡng Terracotta Đà Lạt,9.0,2021-07-01
10575,Vu K. D.,Đà Lạt,515,Swiss-Belresort Tuyền Lâm - Đà Lạt,6.5,2021-07-01
743,Cong H. T.,Huế,300,Khách sạn Mường Thanh Holiday Huế,8.5,2021-07-02
8983,Tracy K. N. K.,Quy Nhơn,516,TH Quy Nhơn Hotel,10.0,2021-07-02
8381,Thi T. N.,Vũng Tàu,576,ibis Styles Vung Tau,8.0,2021-07-02
6842,Phi T. H. H.,Quy Nhơn,387,La Cactus Hotel,10.0,2021-07-02
2195,Hanh H. H.,Vũng Tàu,408,Malibu Hotel,9.0,2021-07-02
145,Anh T. T.,Đà Lạt,381,Kings Hotel Dalat,8.0,2021-07-02
750,Cong N. M.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,5.0,2021-07-03
7891,Thanh T. H.,Đà Nẵng,454,Palmier Hotel - Art House Da Nang,10.0,2021-07-03
10754,Wind T. H.,Vũng Tàu,571,Vung Tau Melody Apartment,8.0,2021-07-03
10509,Vo T. T.,Nha Trang,431,Muong Thanh Luxury Khanh Hoa Hotel,10.0,2021-07-03
9173,Tran L. H. N.,Vũng Tàu,576,ibis Styles Vung Tau,8.0,2021-07-03
9709,Trung H. N. M.,Nha Trang,432,Muong Thanh Luxury Vien Trieu Nha Trang,1.0,2021-07-03
4882,My H. D.,Quy Nhơn,427,Mira Hotel,10.0,2021-07-03
8071,Thi C. V. P.,Đà Nẵng,373,Khách sạn Zalo Sea,5.2,2021-07-03
7771,Thang T.,Đà Lạt,479,Royal Dalat Hotel,6.0,2021-07-03
6597,Pham T. D.,Phan Thiết,401,Lotus Village Resort Mui Ne,8.5,2021-07-03
6120,Nhan C. M. T.,Đà Nẵng,454,Palmier Hotel - Art House Da Nang,8.0,2021-07-03
4934,My T. T. P.,Quy Nhơn,68,Fleur de Lys Hotel Quy Nhon,10.0,2021-07-04
8662,Thuong T. T. H.,Phú Quốc,482,SOL by Meliá Phu Quoc,8.0,2021-07-04
7074,Phuong T. H.,Đà Nẵng,454,Palmier Hotel - Art House Da Nang,9.0,2021-07-04
1979,Ha H. H.,Huế,477,Rosaleen Boutique Hotel,10.0,2021-07-04
2600,Hoang M. H.,Đà Nẵng,139,Khu nghỉ dưỡng và Spa Mikazuki Nhật Bản,9.4,2021-07-04
34,An K. T.,Nha Trang,455,Pavillon Garden Hotel Nha Trang,9.0,2021-07-04
5060,Ngan T. C.,Phú Quốc,435,Mövenpick Resort Waverly Phu Quoc,10.0,2021-07-04
7556,Takin T. C.,Vũng Tàu,508,Sun Beach Hotel,8.0,2021-07-04
5391,Ngoc T. T. H.,Nha Trang,500,Senia Hotel Nha Trang,9.0,2021-07-04
1520,Dongvu N. K. M.,Đà Nẵng,459,Phuc Thanh Luxury Hotel,10.0,2021-07-04
5788,Nguyen P. M. T.,Vũng Tàu,27,Bella VT Hotel,6.1,2021-07-04
5294,Ngoc H. T.,Huế,542,The Sunriver Boutique Hotel Hue,8.0,2021-07-04
862,Dang H. N.,Đà Nẵng,138,Khu nghỉ dưỡng Risemount Premier Đà Nẵng,6.8,2021-07-04
3720,Lam V. T. T.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,6.4,2021-07-04
10530,Voin N.,Đà Nẵng,5,Alibaba Hotel Da Nang,7.9,2021-07-05
1794,Duy K. N. H.,Đà Nẵng,61,Everland Hotel,8.0,2021-07-05
4665,Manh T. H.,Phú Quốc,492,Sea Star Resort,7.0,2021-07-05
7591,Tam T. N.,Phú Quốc,305,Khách sạn Mường Thanh Luxury Phú Quốc,5.3,2021-07-05
1930,Giang T. H. T.,Đà Lạt,522,TTR An Nam Apart Hotel,3.0,2021-07-06
1226,Dinh Q. T.,Đà Lạt,573,Vuong Gia Hotel,5.4,2021-07-06
9810,Truong M. D. H.,Hội An,457,Pho Hoi 1 Hotel,5.6,2021-07-07
5368,Ngoc T. C.,Đà Lạt,533,The Grace Hotel Dalat,6.0,2021-07-08
4835,Mr H.,Đà Nẵng,430,Muong Thanh Grand Da Nang Hotel,5.7,2021-07-08
1397,Do T. V. B.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,9.7,2021-07-08
7886,Thanh T.,Đà Lạt,557,Victorian Hotel Dalat,5.6,2021-07-09
9894,Tu H.,Phú Quốc,150,Khu nghỉ dưỡng Arcadia Phú Quốc,8.5,2021-07-09
1705,Duong L.,Đà Nẵng,380,King House Villa Hotel & Spa,6.0,2021-07-10
5603,Nguyen K. H. L.,Đà Lạt,125,Khanh Uyen 3 Hotel,8.0,2021-07-11
5523,Nguyen H. D.,Đà Nẵng,539,The Secret Garden Hostel,7.0,2021-07-11
9602,Trinh Q. T.,Phan Thiết,480,Rạng Garden Beach Side Resort,4.5,2021-07-11
903,Dang Q. D.,Đà Nẵng,380,King House Villa Hotel & Spa,9.4,2021-07-12
7496,Suong K. H.,Đà Lạt,125,Khanh Uyen 3 Hotel,10.0,2021-07-12
2621,Hoang N. L.,Vũng Tàu,571,Vung Tau Melody Apartment,10.0,2021-07-12
5823,Nguyen T. A.,Đà Lạt,394,Larita Da Lat Boutique Hotel,9.7,2021-07-12
9808,Truong L. T.,Đà Nẵng,417,Mercure Đà Nẵng French Village BanaHills,6.3,2021-07-16
5808,Nguyen Q. H.,Phú Quốc,537,The Palmy Phú Quốc Resort & Spa,9.7,2021-07-17
6418,Pham A. K.,Vũng Tàu,412,Melia Hồ Tràm Beach Resort,8.5,2021-07-17
5926,Nguyen T. N. Q.,Huế,114,Hương Giang Hotel Resort & Spa Huế,8.5,2021-07-18
9292,Tran Q. M.,Vũng Tàu,447,Nolis Hotel Vung Tau,6.0,2021-07-18
8388,Thi T. N. T.,Huế,289,Khách sạn Meliá Vinpearl Huế,9.7,2021-07-18
6883,Phu H. D.,Đà Nẵng,422,Minh Boutique,10.0,2021-07-19
3706,Lam T. N. H.,Phú Quốc,549,VARIA Hotel,8.5,2021-07-19
4087,Le T. T. P.,Vũng Tàu,172,Khu nghỉ dưỡng Lan Rừng Phước Hải,6.0,2021-07-19
2528,Hoang D.,Phan Thiết,480,Rạng Garden Beach Side Resort,6.2,2021-07-20
3968,Le P. D.,Phan Thiết,480,Rạng Garden Beach Side Resort,6.5,2021-07-20
1229,Dinh T. B.,Đà Nẵng,417,Mercure Đà Nẵng French Village BanaHills,5.8,2021-07-21
5586,Nguyen H. T. V.,Phú Quốc,537,The Palmy Phú Quốc Resort & Spa,8.5,2021-07-21
9759,Truong C. C.,Đà Lạt,123,K Boutique Hotel in Dalat,5.7,2021-07-21
4076,Le T. T.,Vũng Tàu,447,Nolis Hotel Vung Tau,8.5,2021-07-22
4555,Mai C. T.,Vũng Tàu,328,Khách sạn Riva Vũng Tàu,6.3,2021-07-22
9592,Trinh N. M.,Nha Trang,392,La Vague Hotel Nha Trang,9.1,2021-07-23
1428,Doan H. T. V.,Nha Trang,94,Holi Panorama Nha Trang,6.3,2021-07-23
8339,Thi T. B.,Vũng Tàu,497,Seaside Resort Vung Tau,5.4,2021-07-23
6608,Pham T. K.,Vũng Tàu,27,Bella VT Hotel,5.9,2021-07-24
830,Dan D.,Vũng Tàu,420,Milan Homestay - The Song Vung Tau,9.4,2021-07-24
7070,Phuong T.,Vũng Tàu,323,Khách sạn Premier Pearl Vũng Tàu,8.4,2021-07-24
2659,Hoang T. D. P.,Vũng Tàu,420,Milan Homestay - The Song Vung Tau,9.7,2021-07-24
5954,Nguyen T. T.,Phan Thiết,185,Khu nghỉ dưỡng Muine Bay Phan Thiết,9.1,2021-07-25
8150,Thi H. V. C.,Đà Lạt,533,The Grace Hotel Dalat,8.5,2021-07-25
5518,Nguyen H. B.,Vũng Tàu,420,Milan Homestay - The Song Vung Tau,6.3,2021-07-26
2542,Hoang H.,Đà Lạt,515,Swiss-Belresort Tuyền Lâm - Đà Lạt,5.6,2021-07-26
5176,Ngo Q. H.,Đà Nẵng,395,Le House Boutique Hotel,5.5,2021-07-27
2626,Hoang N. Q.,Phú Quốc,150,Khu nghỉ dưỡng Arcadia Phú Quốc,8.5,2021-07-27
3533,Kieu X. V.,Vũng Tàu,323,Khách sạn Premier Pearl Vũng Tàu,9.4,2021-07-27
5892,Nguyen T. L.,Huế,114,Hương Giang Hotel Resort & Spa Huế,6.2,2021-07-27
8173,Thi K. L. N.,Đà Nẵng,430,Muong Thanh Grand Da Nang Hotel,9.7,2021-07-28
9785,Truong H. Q.,Nha Trang,475,Rex Hotel and Apartment,5.8,2021-07-29
8289,Thi N. Q.,Quy Nhơn,307,Khách sạn Mường Thanh Quy Nhơn,9.4,2021-07-30
7859,Thanh N.,Đà Lạt,357,Khách sạn The Luxe Đà Lạt,6.0,2021-07-30
7068,Phuong Q.,Đà Lạt,42,Cereja Hotel & Resort Đà Lạt,10.0,2021-07-30
7882,Thanh Q. N.,Đà Nẵng,232,Khách sạn Brown Bean,6.2,2021-07-30
421,Bui T. K. H.,Phú Quốc,305,Khách sạn Mường Thanh Luxury Phú Quốc,5.8,2021-07-31
6674,Pham X. L.,Nha Trang,475,Rex Hotel and Apartment,8.5,2021-08-01
9463,Trang K. H. N.,Vũng Tàu,576,ibis Styles Vung Tau,5.0,2021-08-01
5351,Ngoc P. H. M.,Vũng Tàu,571,Vung Tau Melody Apartment,5.0,2021-08-01
4306,Long H. H.,Vũng Tàu,576,ibis Styles Vung Tau,9.0,2021-08-01
5572,Nguyen H. T.,Vũng Tàu,328,Khách sạn Riva Vũng Tàu,10,2021-08-01
513,Cao H. M. T.,Phan Thiết,493,Seahorse Resort & Spa Phan Thiết,8,2021-08-01
8147,Thi H. T. T.,Đà Lạt,55,Dalat Wonder Resort,8.5,2021-08-02
4996,Nang P.,Đà Nẵng,430,Muong Thanh Grand Da Nang Hotel,7.1,2021-08-02
318,Binh L. N.,Nha Trang,94,Holi Panorama Nha Trang,5.5,2021-08-02
5611,Nguyen K. N.,Phan Thiết,530,The Cliff Resort & Residences Phan Thiết,10,2021-08-02
3872,Le K. H. T.,Phú Quốc,482,SOL by Meliá Phu Quoc,6.0,2021-08-02
4804,Minh T. P.,Đà Nẵng,386,La Beach Hotel,8.5,2021-08-02
8660,Thuong T. H. K.,Nha Trang,500,Senia Hotel Nha Trang,5.0,2021-08-02
9574,Trinh H. L.,Huế,41,Century Riverside Hue,10.0,2021-08-03
2434,Ho V. T.,Hội An,117,Hội An Reverie Villas,6.0,2021-08-03
9387,Tran T. T.,Phan Thiết,401,Lotus Village Resort Mui Ne,10.0,2021-08-03
10242,Van T. H.,Đà Nẵng,81,Halina Hotel and Apartment,6.0,2021-08-03
9901,Tu H. T.,Đà Lạt,16,Arapang Hotel 2,3.0,2021-08-03
650,Chi N. H. T.,Vũng Tàu,576,ibis Styles Vung Tau,7.0,2021-08-03
9354,Tran T. M.,Phú Quốc,492,Sea Star Resort,10.0,2021-08-03
8396,Thi T. T.,Vũng Tàu,508,Sun Beach Hotel,5.0,2021-08-03
9337,Tran T. H. T.,Phú Quốc,482,SOL by Meliá Phu Quoc,2.0,2021-08-03
3280,John L. H.,Phan Thiết,443,Nghĩ dưỡng Biển Ngọc,9.0,2021-08-03
3449,Khoa P. T.,Vũng Tàu,269,Khách sạn Imperial Vũng Tàu,3.0,2021-08-03
8723,Thuy L. T.,Vũng Tàu,468,RIO Hotel and Apartment,10.0,2021-08-03
2457,Hoa M. H. T.,Vũng Tàu,100,Hotel Hoai Anh,6.0,2021-08-03
9489,Trang T. H.,Quy Nhơn,427,Mira Hotel,10.0,2021-08-03
3254,Jack T. T. H.,Vũng Tàu,571,Vung Tau Melody Apartment,6.0,2021-08-03
1861,Ely T. H.,Vũng Tàu,468,RIO Hotel and Apartment,9.0,2021-08-03
2313,Hieu K. L.,Quy Nhơn,387,La Cactus Hotel,10.0,2021-08-03
5219,Ngo T. T.,Nha Trang,214,Khu nghỉ dưỡng The Anam Nha Trang,10,2021-08-04
